,X,journaltitle,pub.year,Gender,Institutional_Affiliation,PhD,author,title,X.1
1533,1749,PMLA,1996,F,Massachusetts Institute of Technology,UC Santa Cruz,Ruth Perry,Problems with Personal Criticism,
1570,1750,PMLA,1999,F,Miami University,UC Santa Cruz,Victoria L. Smith,A Story beside(s) Itself: The Language of Loss in Djuna Barnes's Nightwood,
1936,1752,PMLA,1992,M,Northern Arizona University,UC Santa Cruz,Jay Farness,"Festive Theater, Restive Narrative in Don Quixote, Part 1",
2250,5003,Representations,1990,M,Pomona College,UC Santa Cruz,Jed Rasula,Nietzsche in the Nursery: Naive Classics and Surrogate Parents in Postwar American Cultural Debates,
2693,5015,Representations,2007,F,Stanford,UC Santa Cruz,Sarah Lochlann Jain,Living in Prognosis,
3081,1754,PMLA,2002,F,UC Berkeley,UC Santa Cruz,Caren Kaplan,Transporting the Subject: Technologies of Mobility and Location in an Era of Globalization,
3110,1753,PMLA,2008,M,UC Berkeley,UC Santa Cruz,Michael Omi,"Once More, with Feeling: Reflections on Racial Formation",
3048,5023,Representations,1996,M,UC Berkeley,UC Santa Cruz,J. Jorge Klor de Alva,Is Affirmative Action a Christian Heresy?,
3049,5033,Representations,1996,M,UC Berkeley,UC Santa Cruz,Michael Omi,Situating Asian Americans in the Political Discourse on Affirmative Action,
1832,4422,New Literary History,2015,M,UC Santa Cruz,UC Santa Cruz,James Ramsey Wallen,What Is an Unfinished Work?,
3416,5043,Representations,1991,F,UC Santa Cruz,UC Santa Cruz,Marita Sturken,"The Wall, the Screen, and the Image: The Vietnam Veterans Memorial",
3423,5053,Representations,1995,M,UC Santa Cruz,UC Santa Cruz,Richard S. Esbenshade,"Remembering to Forget: Memory, History, National Identity in Postwar East-Central Europe",
4313,6691,Critical Inquiry,1992,M,"University of Massachusetts, Amherst",UC Santa Cruz,James E. Young,The Counter-Monument: Memory against Itself in Germany Today,
4318,1755,PMLA,2009,M,"University of Massachusetts, Amherst",UC Santa Cruz,James E. Young,Regarding the Pain of Women: Questions of Gender and the Arts of Holocaust Memory,
4326,8591,Critical Inquiry,1998,M,University of Melbourne,UC Santa Cruz,James E. Young,"The Holocaust as Vicarious Past: Art Spiegelman's ""Maus"""" and the Afterimages of History""",
4338,10691,New Literary History,2000,M,University of Miami,UC Santa Cruz,Russ Castronovo,"Within the Veil of Interdisciplinary Knowledge?: Jefferson, Du Bois, and the Negation of Politics",
1875,1751,PMLA,2015,F,University of Toronto,UC Santa Cruz,Megan Boler,Feminist Politics of Emotions and Critical Digital Pedagogies: A Call to Action,
5090,13113,New Literary History,1988,M,University of Virginia,UC Santa Cruz,Austin E. Quigley,Wittgenstein's Philosophizing and Literary Theorizing,
5307,14731,Critical Inquiry,2013,M,"University of Wisconsin, Madison",UC Santa Cruz,Russ Castronovo,State Secrets,
5301,1756,PMLA,2006,M,"University of Wisconsin, Madison",UC Santa Cruz,Russ Castronovo,"Beauty along the Color Line: Lynching, Aesthetics, and the ""Crisis""",
5376,1757,PMLA,2010,F,Victoria University of Wellington,UC Santa Cruz,Teresia Teaiwa,What Remains to Be Seen: Reclaiming the Visual Roots of Pacific Literature,
5394,5063,Representations,1988,M,Washington State University,UC Santa Cruz,T. V. Reed,Unimagined Existence and the Fiction of the Real: Postmodernist Realism in Let Us Now Praise Famous Men,
5442,1758,PMLA,1982,M,Wesleyan University,UC Santa Cruz,Peter B. Erickson,Patriarchal Structures in The Winter's Tale,
1668,9851,Critical Inquiry,2002,M,Williams College,UC Santa Cruz,Mark Reinhardt,Who Speaks for Margaret Garner?,
44,1759,PMLA,2013,M,Amherst College,UCLA,Geoffrey Sanborn,The Plagiarist’s Craft: Fugitivity and Theatricality in Running a Thousand Miles for Freedom,
75,1760,PMLA,2001,M,Bard College,UCLA,Geoffrey Sanborn,"Keeping Her Distance: Cisneros, Dickinson, and the Politics of Private Enjoyment",
149,1761,PMLA,1985,M,Brandeis,UCLA,Geoffrey Galt Harpham,E. L. Doctorow and the Technology of Narrative,
225,7071,Critical Inquiry,1994,M,California State University,UCLA,Ron Graziani,Robert Smithson's Picturable Situation: Blasted Landscapes from the 1960s,
390,6771,Critical Inquiry,1993,F,Columbia,UCLA,Victoria Silver,A Matter of Interpretation,
378,14412,New Literary History,1988,M,Columbia,UCLA,Michael Seidel,Crisis Rhetoric and Satiric Power,
363,1765,PMLA,1981,M,Columbia,UCLA,Michael Seidel,Crusoe in Exile,
476,1764,PMLA,2011,M,Columbia,UCLA,Theodore Hughes,Korean Literature across Colonial Modernity and Cold War,
483,1763,PMLA,2012,M,Columbia,UCLA,Stathis Gourgouris,Assembly Movements and the Deregulation of the Political,
493,1762,PMLA,2014,M,Columbia,UCLA,Stathis Gourgouris,Democracy Is a Tragic Regime,
719,1766,PMLA,1996,F,Denison University,UCLA,Sue Houchins,The Status of Evidence: A Roundtable,
784,20911,New Literary History,2005,M,Duke,UCLA,Susan Stewart,Thoughts on the Role of the Humanities in Contemporary Life [with Response,
785,1767,PMLA,2005,M,Duke,UCLA,"Houston A. Baker, Jr.",Forum: The Legacy of Jacques Derrida,
1877,1773,PMLA,2015,F,Georgetown University,UCLA,Sarah McNamer,The Literariness of Literature and the History of Emotion,
1020,30311,New Literary History,1976,M,Harvard,UCLA,Hilary Putnam,"Literature, Science, and Reflection",
1035,29911,New Literary History,1981,M,Harvard,UCLA,Hilary Putnam,Convention: A Theme in Philosophy,
1039,30011,New Literary History,1983,M,Harvard,UCLA,Hilary Putnam,Taking Rules Seriously: A Response to Martha Nussbaum,
1043,30211,New Literary History,1984,M,Harvard,UCLA,Hilary Putnam,The Craving for Objectivity,
1048,30111,New Literary History,1985,M,Harvard,UCLA,Hilary Putnam,A Comparison of Something with Something Else,
1306,1768,PMLA,2012,F,"Indiana University, Bloomington",UCLA,Denise Cruz,Imagining a Transpacific and Feminist Asian American Archive,
1401,3662,New Literary History,2001,F,Johns Hopkins,UCLA,Elizabeth Tolbert,"The Enigma of Music, the Voice of Reason: ""Music,"" ""Language,"" and Becoming Human",
1466,15391,Critical Inquiry,2015,M,Lehigh,UCLA,Nitzan Lebovic,"ﾠBiometrics, or The Power of the Radical Centerﾠ",
1520,3972,New Literary History,2002,M,Marshall University,UCLA,Lee Erickson,"Unboastful Bard: Originally Anonymous English Romantic Poetry Book Publication, 1770-1835",
1914,10121,Critical Inquiry,2003,M,National Humanities Center,UCLA,Geoffrey Galt Harpham,Critical Response II: Response to Slavoj Zizek,
1915,10131,Critical Inquiry,2003,M,National Humanities Center,UCLA,Geoffrey Galt Harpham,Doing the Impossible,
1916,4862,New Literary History,2005,M,National Humanities Center,UCLA,Geoffrey Galt Harpham,"Beneath and beyond the ""Crisis in the Humanities""",
1917,5083,Representations,2009,M,National Humanities Center,UCLA,Geoffrey Galt Harpham,"Roots, Races, and the Return to Philology",
1919,5093,Representations,2011,M,National Humanities Center,UCLA,Geoffrey Galt Harpham,From Eternity to Here,
1920,1774,PMLA,2007,M,National Research Center,UCLA,Geoffrey Galt Harpham,Genre and the Institution of Research: Three American Instances,
2003,5105,Representations,2007,M,Northwestern,UCLA,Christopher Bush,The Ethnicity of Things in America's Lacquered Age,
2105,1776,PMLA,2002,F,Oberlin,UCLA,Jennifer E. Bryan,"Hoccleve, the Virgin, and the Politics of Complaint",
2113,1777,PMLA,1998,M,Occidental College,UCLA,Robert Richmond Ellis,Reading through the Veil of Juan Francisco Manzano: From Homoerotic Violence to the Dream of a Homoracial Bond,
2131,5115,Representations,1997,M,Ohio State University,UCLA,Claudio Fogu,Il Duce taumaturgo: Modernist Rhetorics in Fascist Representations of History,
2217,1778,PMLA,2003,F,Pennsylvania State University,UCLA,Linda Woodbridge,Afterword: Speaking with the Dead,
2331,5822,New Literary History,1995,M,Princeton,UCLA,Stathis Gourgouris,"Research, Essay, Failure (Flaubert's Itinerary)",
2301,5123,Representations,1985,M,Princeton,UCLA,Thomas Crow,Codes of Silence: Historical Interpretation and the Art of Watteau,
2511,14541,Critical Inquiry,2013,M,Rutgers,UCLA,Gregory S. Jackson,A Game Theory of Evangelical Fiction,
2495,1780,PMLA,2006,M,Rutgers,UCLA,Gregory S. Jackson,"What Would Jesus Do?: Practical Christianity, Social Gospel Realism, and the Homiletic Novel",
2533,1781,PMLA,2013,F,San Diego State University,UCLA,Joanna Brooks,Soul Matters,
1765,12411,Critical Inquiry,2008,M,San Francisco State University,UCLA,Bill Nichols,Documentary Reenactment and the Fantasmatic Subject,
2548,9511,Critical Inquiry,2001,M,Sarah Lawrence College,UCLA,Bill Nichols,Documentary Film and the Modernist Avant-Garde,
2728,6842,New Literary History,1996,M,SUNY Albany,UCLA,Charles D. Tarlton,"The Word for the Deed: Hobbes's Two Versions of ""Leviathan""",
2729,6852,New Literary History,1999,M,SUNY Albany,UCLA,Charles D. Tarlton,"Fortuna and the Landscape of Action in Machiavelli's ""Prince""",
2750,6922,New Literary History,1976,M,SUNY Buffalo,UCLA,Raymond Federman,Imagination as Plagiarism [An Unfinished Paper...],
2875,1782,PMLA,1989,M,Tulane,UCLA,Geoffrey Galt Harpham,Fish on Blind Submission,
1683,5073,Representations,2002,M,Tulane,UCLA,Geoffrey Galt Harpham,The Hunger of Martha Nussbaum,
2876,5133,Representations,1992,M,Tulane,UCLA,Geoffrey Galt Harpham,"Abroad Only by a Fiction: Creation, Irony, and Necessity in Conrad's The Secret Agent",
3020,7211,Critical Inquiry,1994,M,UC Berkeley,UCLA,Geoffrey Galt Harpham,So... What Is Enlightenment? An Inquisition into Modernity,
3080,9951,Critical Inquiry,2002,M,UC Berkeley,UCLA,Geoffrey Galt Harpham,Symbolic Terror,
3056,7513,New Literary History,1998,F,UC Berkeley,UCLA,Lydia Nakashima Degarrod,"Landscapes of Terror, Dreams, and Loneliness: Explorations in Art, Ethnography, and Friendship",
3073,5143,Representations,2000,M,UC Berkeley,UCLA,Kerwin Lee Klein,On the Emergence of Memory in Historical Discourse,
3304,8082,New Literary History,1994,M,UC Riverside,UCLA,Stanley Stewart,"A Critique of Pure ""Situating""",
3307,8092,New Literary History,2003,M,UC Riverside,UCLA,Stanley Stewart,Was Wittgenstein a Closet Literary Critic?,
3296,1786,PMLA,1977,F,UC Riverside,UCLA,Ruth Aproberts,Old Testament Poetry: The Translatable Structure,
3298,1785,PMLA,1989,F,UC Riverside,UCLA,Ruth apRoberts,Recipes for Reading,
3311,1784,PMLA,2011,F,UC Riverside,UCLA,Tamara C. Ho,Representing Burma: Narrative Displacement and Gender,
3383,1788,PMLA,2006,F,UC Santa Barbara,UCLA,María Herrera-Sobek,"Gloria Anzaldúa: Place, Race, Language, and Sexuality in the Magic Valley",
3386,1787,PMLA,2008,M,UC Santa Barbara,UCLA,James Kyung-Jin Lee,The Transitivity of Race and the Challenge of the Imagination,
3493,8452,New Literary History,2007,F,UCLA,UCLA,Bonnie Foote,"The Narrative Interactions of ""Silent Spring"". Bridging Literary Criticism and Ecocriticism",
3507,8442,New Literary History,2010,M,UCLA,UCLA,T. Austin Graham,"The Slaveries of Sex, Race, and Mind: Harriet Beecher Stowe's Lady Byron Vindicated",
1637,1771,PMLA,2000,M,UCLA,UCLA,Maurice S. Lee,Writing through the War,
1818,1770,PMLA,2012,M,UCLA,UCLA,Donal Harris,Finding Work: James Agee in the Office,
1876,1772,PMLA,2015,F,UCLA,UCLA,Shu-mei Shih,World Studies and Relational Comparison,
3445,1796,PMLA,1977,M,UCLA,UCLA,Maximillian E. Novak,Defoe and the Disordered City,
3476,1795,PMLA,2000,M,UCLA,UCLA,Matthew Wickman,"The Allure of the Improbable: Fingal, Evidence, and the Testimony of the ""Echoing Heath""",
3482,1793,PMLA,2004,F,UCLA,UCLA,Shu-Mei Shih,Global Literature and the Technologies of Recognition,
3483,1794,PMLA,2004,M,UCLA,UCLA,Nicholas Gessler,"The Slipstream of Mixed Reality: Unstable Ontologies and Semiotic Markers in ""The Thirteenth Floor, Dark City, and Mulholland Drive""",
3496,1792,PMLA,2008,F,UCLA,UCLA,Shu-mei Shih,Comparative Racialization: An Introduction,
3514,1790,PMLA,2011,F,UCLA,UCLA,Shu-mei Shih,The Concept of the Sinophone,
3515,1791,PMLA,2011,M,UCLA,UCLA,Christopher P. Hanscom,Degrees of Difference: Rethinking the Transnational Turn in Korean Literary Studies,
3519,1789,PMLA,2013,F,UCLA,UCLA,Shu-mei Shih,Race and Revolution: Blackness in China’s Long Twentieth Century,
3585,5153,Representations,2003,M,University of Arizona,UCLA,Gregory S. Jackson,Cultivating Spiritual Sight,
3954,9631,Critical Inquiry,2001,F,University of Denver,UCLA,Rae Beth Gordon,From Charcot to Charlot: Unconscious Imitation and Spectatorship in French Cabaret and Early Cinema,
3976,1797,PMLA,2004,M,University of Essex,UCLA,Jeffrey Geiger,Special Relationships: British Higher Education and the Global Marketplace,
4046,1798,PMLA,1988,M,University of Hawaii,UCLA,Thomas C. Caramagno,Manic-Depressive Psychosis and Critical Approaches to Virginia Woolf's Life and Work,
4129,1800,PMLA,2008,F,"University of Illinois, Urbana",UCLA,Susan Koshy,Why the Humanities Matter for Race Studies Today,
4133,1799,PMLA,2011,F,"University of Illinois, Urbana",UCLA,Susan Koshy,Minority Cosmopolitanism,
4165,1801,PMLA,2013,M,University of Iowa,UCLA,Phillip H. Round,Early American Studies—by the Book,
4179,1802,PMLA,2012,F,University of Kansas,UCLA,Roberta Johnson,Peer Mentoring in the Academy,
4515,1804,PMLA,1986,F,University of New Hampshire,UCLA,Susan Schibanoff,Taking Jane's Cue: Phyllyp Sparowe as a Primer for Women Readers,
4517,1803,PMLA,1994,F,University of New Hampshire,UCLA,Susan Schibanoff,Botticelli's Madonna del Magnificat: Constructing the Woman Writer in Early Humanist Italy,
4533,1805,PMLA,2012,F,University of New Mexico,UCLA,Kathleen Washburn,New Indians and Indigenous Archives,
4556,11162,New Literary History,2005,M,"University of North Carolina, Chapel Hill",UCLA,Susan Stewart,Thoughts on the Role of the Humanities in Contemporary Life [with Response,
4631,5163,Representations,2013,F,University of Ottowa,UCLA,Ina Ferris,“Before Our Eyes”,
4700,4561,Critical Inquiry,1986,M,University of Pennsylvania,UCLA,"Houston A. Baker, Jr.",Caliban's Triple Play,
4702,11642,New Literary History,1987,M,University of Pennsylvania,UCLA,Houston A. Baker,In Dubious Battle,
4697,1808,PMLA,1983,M,University of Pennsylvania,UCLA,"Houston A. Baker, Jr.",To Move without Moving: An Analysis of Creativity and Commerce in Ralph Ellison's Trueblood Episode,
4711,1807,PMLA,1993,M,University of Pennsylvania,UCLA,"Houston A. Baker, Jr.",Presidential Address 1992: Local Pedagogy,
4714,1806,PMLA,1995,M,University of Pennsylvania,UCLA,"Houston A. Baker, Jr.",Colonialism and the Postcolonial Condition,
4914,1809,PMLA,1982,F,"University of Texas, Austin",UCLA,Lynda E. Boose,The Father and the Bride in Shakespeare,
5176,1811,PMLA,2012,F,University of Virginia,UCLA,Cristina Della Coletta,Of Work and Leisure: Digital World’s Fairs and the Active Fairgoer,
5236,1812,PMLA,2008,F,University of Washington,UCLA,Sonnet H. Retman,Black No More: George Schuyler and Racial Capitalism,
5453,1813,PMLA,1998,M,West Chester University,UCLA,Robert P. Fletcher,Visual Thinking and the Picture Story in The History of Henry Esmond,
5473,1814,PMLA,1988,F,Williams College,UCLA,Sherron E. Knopp,If I Saw You Would You Kiss Me?: Sapphism and the Subversiveness of Virginia Woolf's Orlando,
5491,14432,New Literary History,1971,M,Yale,UCLA,Jacques Ehrmann,The Death of Literature,
5605,1816,PMLA,2003,M,Yale,UCLA,Thomas J. Otten,Jorie Graham's -s,
5619,1815,PMLA,2009,F,Yale,UCLA,Jessica Brantley,The Prehistory of the Book,
5571,5183,Representations,1986,F,Yale,UCLA,Janet E. Halley,"Heresy, Orthodoxy, and the Politics of Religious Discourse: The Case of the English Family of Love",
5615,5173,Representations,2008,M,Yale,UCLA,Elliott Visconsi,The Invention of Criminal Blasphemy,
1580,1817,PMLA,1989,F,Miami-Dade Community College,Union Institute and University,Betsy Hilbert,Recipes for Reading,
4130,1818,PMLA,2008,M,"University of Illinois, Urbana",Union Theological Seminary,Robert Warrior,Organizing Native American and Indigenous Studies,
192,1819,PMLA,2003,M,Brown,Universidad del Santa,Julio Ortega,Transatlantic Translations,
3535,15261,Critical Inquiry,2015,M,Universit� Paris-Est Cr�teil,Universit� Paris-Est Cr�teil,Daniele Lorenzini,"Performative, Passionate, and Parrhesiastic Utterance",
1646,1821,PMLA,2001,F,N/A,Universitat Autonoma de Barcelona,Nuria Amat,The Language of Two Shores,
5059,1822,PMLA,1979,M,University of Virginia,Universitat Autonoma de Barcelona,Javier Herrero,Renaissance Poverty and Lazarillo's Family: The Birth of the Picaresque Genre,
848,1031,Critical Inquiry,2004,M,Ecole des Mines,Université de Tours,Bruno Latour,Why Has Critique Run out of Steam?,
1827,4672,New Literary History,2014,M,London School of Economics,Université de Tours,Bruno Latour,Agency at the Time of the Anthropocene,
1833,4682,New Literary History,2015,M,London School of Economics,Université de Tours,Bruno Latour,"Charles Péguy: Time, Space, and le Monde Moderne",
1805,4692,New Literary History,2010,M,Sciences Po Paris,Université de Tours,Bruno Latour,An Attempt at a “Compositionist Manifesto“,
2736,5211,Critical Inquiry,1988,M,SUNY Binghamton,Université de Tours,Jean-Marie Apostolidès,Molière and the Sociology of Exchange,
504,15011,New Literary History,1999,M,Concordia University,Université du Québec à Montréal,Martin Lefebvre,On Memory and Imagination in the Cinema,
